20,"Private Collections",\N,0,"[Shelfmark not available]",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"Earl of Macclesfield","",0,0,1,0,1,\N,\N,1,134,""
21,"Oxford University Bodleian Library",\N,0,"[Shelfmark not available]",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"","",0,0,1,0,1,\N,\N,1,133,\N
22,"Oxford University Bodleian Library",\N,0,"[Shelfmark not available]",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"The copy catalogued is imperfect; lacks title page.","",0,0,1,0,1,\N,\N,1,132,\N
23,"Edinburgh University Library",\N,0,"[Shelfmark not available]",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,\N,"",0,0,1,0,1,\N,\N,1,77,""
24,"Yale University, Sterling Memorial",\N,0,"[Shelfmark not available]",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,\N,"",0,0,1,0,1,\N,\N,1,77,""
25,"New York Public Library",\N,0,"[Shelfmark not available]",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,\N,"",0,0,1,0,1,\N,\N,1,77,""
26,"British Library",\N,0,"C.34.k.40",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"","",0,0,1,0,1,\N,\N,1,77,\N
27,"Victoria and Albert Museum National Art Library",\N,0,"[Shelfmark not available]",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,\N,"",0,0,1,0,1,\N,\N,1,77,""
28,"Oxford University, Bodleian Library",\N,0,"Dep. e.",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"Provenance name: Earls of Verulam. Provenance note: Deposited by the Earls of Verulam.","",0,0,1,0,1,\N,\N,1,26,\N
29,"British Library",\N,0,"C.34.k.2",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"Imperfect; wanting final leaf O2","",0,0,1,0,1,\N,\N,1,26,\N
30,"Wroclaw University",\N,0,"[Shelfmark not available]",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"","",0,0,1,0,1,\N,\N,1,26,\N
31,"University of Illinois",\N,0,"[Shelfmark not available]",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,\N,"",0,0,1,0,1,\N,\N,1,110,""
32,"National Library of Scotland",\N,0,"Bute.516",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"","",0,0,1,0,1,\N,\N,1,110,\N
33,"Oxford University Bodleian Library",\N,0,"Arch. G d.40 (2)",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"","",0,0,1,0,1,\N,\N,1,110,\N
34,"Edinburgh University Library",\N,0,"[Shelfmark not available]",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,\N,"",0,0,1,0,1,\N,\N,1,110,""
35,"Boston Public Library",\N,0,"[Shelfmark not available]",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,\N,"",0,0,1,0,1,\N,\N,1,110,""
36,"University of Texas",\N,0,"Wg.Sh15.597ee",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"","",0,0,1,0,1,\N,\N,1,110,\N
37,"New York Public Library",\N,0,"*KC 1637 (Shakespeare, W. Most Excellent And Lamentable Tragedie of Romeo and Juliet)",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"","",0,0,1,0,1,\N,\N,1,110,\N
38,"The National Trust",\N,0,"PET",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"","Gilt centrepiece on both covers: crescent moon, surrounded by garter motto with earl's coronet on top. Printed slip: Earl of Egremont, Petworth. Sprinkled calf, red sprinkled edges, double gilt fillet frame, gilt centrepieces (boxed).",0,0,1,0,1,\N,\N,1,110,\N
39,"Yale University, Beinecke Rare Book and Manuscript Library",\N,0,"Ig 6Rd 637",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"BEIN Ig 6Rd 637: Imperfect: leaves A1-3 (incl. t.p.) and L4 wanting; L4 supplied in facsimile; some leaves mutilated or bled.","",0,0,1,0,1,\N,\N,1,110,\N
40,"Yale University, Beinecke Rare Book and Manuscript Library",\N,0,"Eliz 193",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"Eliz 193: Bound by F. Bedford in red goatskin, gold tooling on cover and spine. The Thomas Corser copy, with his collation mark on the front endpaper; sold as lot 416 in the Corser sale by Sotheby's, 14 February 1871. The Huth copy (with bookplate) acquired by Mr. Cochran in November 1911 prior to the public sale.","",0,0,1,0,1,\N,\N,1,110,\N
41,"Henry E. Huntington Library and Art Gallery",\N,0,"69367",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"Uncut.","bookplate of Maurice Jonas",0,0,1,0,1,\N,\N,1,110,\N
42,"British Library",\N,0,"C.34.k.58",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,\N,"",0,0,1,0,1,\N,\N,1,110,""
43,"Birmingham Central Libraries",\N,0,"S345.1637",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"188323","",0,0,1,0,1,\N,\N,1,110,\N
44,"Harvard University",\N,0,"[Shelfmark not available]",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,\N,"",0,0,1,0,1,\N,\N,1,110,""
45,"Cambridge University Trinity College",\N,0,"Capell S.34[1]",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"","",0,0,1,0,1,\N,\N,1,110,\N
46,"Oxford University Worcester College Library",\N,0,"[Shelfmark not available]",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,\N,"",0,0,1,0,1,\N,\N,1,110,""
47,"Folger Shakespeare",\N,0,"STC 22326 Copy 2",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"cs298. Re-bound by Folger Library in its previous 19th-century pigskin binding, with an all-over gilt design (formerly with silk doublures)","",0,0,1,0,1,\N,\N,1,110,\N
48,"Folger Shakespeare",\N,0,"STC 22326 Copy 1",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"Warwick. Brown goatskin binding, signed by F. Bedford. Printer's device on t.p. partially hand-colored.","James Orchard Halliwell-Phillipps copy; bookplate of Warwick Castle, Shakespeare Library",0,0,1,0,1,\N,\N,1,110,\N
49,"Folger Shakespeare",\N,0,"STC 22326 Copy 3",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"cs452. Some corners repaired. Red goatskin binding with gilt tooling, signed by W. Pratt.","James Orchard Halliwell-Phillipps copy (with his autograph MS. initials on the back free endpaper); Marsden J. Perry copy",0,0,1,0,1,\N,\N,1,110,\N
50,"Folger Shakespeare",\N,0,"STC 22326 Copy 5",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"cs0900. Print show-through. Tail of t.p. is trimmed and repaired, slightly affecting bottom line of imprint. Red goatskin binding, signed by Frank Bedford.","James O. Halliwell-Phillipps copy (with MS. note in his hand on front fly-leaf); bookplate of Warwick Castle, Shakespeare Library",0,0,1,0,1,\N,\N,1,110,\N
51,"Folger Shakespeare",\N,0,"STC 22326 Copy 6",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"cs0900. The word 'zounds' is crossed-out in ink on F1v and F2r. F4 is partially torn away at tail, affecting text and direction-line. Other leaves are torn and repaired. Gathering D is stained. Half bound in dark blue goatskin.","Charles Jennens copy; William P.A. Curzon copy; Howe family library copy",0,0,1,0,1,\N,\N,1,110,\N
52,"Folger Shakespeare",\N,0,"STC 22326 Copy 4",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"cs81. Untrimmed edges. The title leaf is damaged and repaired. Some corners are repaired. Red goatskin binding, signed by Frank Bedford.","bookseller's label of Pickering, London; inscribed on back free endpaper: \"... 1859 ... Sotheby 343 ...\"; Charles H. Kalbfleisch copy (Folger file)",0,0,1,0,1,\N,\N,1,110,\N
53,"Oxford University Bodleian Library",\N,0,"[Shelfmark not available]",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,\N,"",0,0,1,0,1,\N,\N,1,54,""
55,"University of Texas",\N,0,"Pforz 888",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"","",0,0,1,0,1,\N,\N,1,54,\N
56,"New York Public Library",\N,0,"*KC 1600 (Shakespeare, W. Most excellent Historie of the Merchant of Venice)",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"","With the Heber stamp; Lenox Collection",0,0,1,0,1,\N,\N,1,54,\N
57,"Yale University, Beinecke Rare Book and Manuscript",\N,0,"Eliz 180",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"Elizabethan Club.","",0,0,1,0,1,\N,\N,1,54,\N
58,"Henry E. Huntington Library and Art Gallery",\N,0,"59556",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"Binding signed by Macdonald. Inlaid.","collated and with MS. notes by John P. Kemble, 1798; Devonshire copy",0,0,1,0,1,\N,\N,1,54,\N
59,"Henry E. Huntington Library and Art Gallery",\N,0,"59553",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"Binding signed by C. Murton.","bookplate of the Bridgewater library",0,0,1,0,1,\N,\N,1,54,\N
60,"British Library",\N,0,"C.34.k.22",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"","",0,0,1,0,1,\N,\N,1,54,\N
61,"British Library",\N,0,"C.12.g.11",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"","",0,0,1,0,1,\N,\N,1,54,\N
62,"British Library",\N,0,"C.12.g.32",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"","",0,0,1,0,1,\N,\N,1,54,\N
63,"Harvard University Houghton Library",\N,0,"STC 22296",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"White copy. H.C. Bartlett &amp; A.W. Pollard.","",0,0,1,0,1,\N,\N,1,54,\N
64,"Victoria and Albert Museum National Art Library",\N,0,"[Shelfmark not available]",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,\N,"",0,0,1,0,1,\N,\N,1,54,""
65,"Oxford University Bodleian Library",\N,0,"Arch. G d.40 (4)",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"","",0,0,1,0,1,\N,\N,1,60,\N
66,"Edinburgh University Library",\N,0,"[Shelfmark not available]",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,\N,"",0,0,1,0,1,\N,\N,1,60,""
67,"Yale University, Sterling Memorial",\N,0,"[Shelfmark not available]",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,\N,"",0,0,1,0,1,\N,\N,1,60,""
68,"New York Public Library",\N,0,"*KC 1630 (Shakespeare, W. Merry VVives of Windsor)",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"","",0,0,1,0,1,\N,\N,1,60,\N
69,"Henry E. Huntington Library and Art Gallery",\N,0,"69333",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"#NAME?","bookplate of the Bridgewater library",0,0,1,0,1,\N,\N,1,60,\N
70,"British Library",\N,0,"C.34.k.28",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"","",0,0,1,0,1,\N,\N,1,60,\N
71,"Harvard University Houghton Library",\N,0,"STC 22301",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"H.C. Bartlett &amp; A.W. Pollard, Census, p. 62.","",0,0,1,0,1,\N,\N,1,60,\N
72,"University of Illinois",\N,0,"[Shelfmark not available]",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,\N,"",0,0,1,0,1,\N,\N,1,59,""
73,"Oxford University Bodleian Library",\N,0,"Arch., G d,42 (4)",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"trimmed and inlaid.","",0,0,1,0,1,0,0,1,59,""
74,"Pierpont Morgan Library",\N,0,"PML 5101",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,\N,"Mrs. Norton Q. Pope; Theodore Irwin collection; Pierpont Morgan. Binding: Blue morocco, gilt, brown morocco doublures, signed A. Motte; in blue library case",0,0,1,0,1,0,0,1,59,""
75,"University of Texas",\N,0,"Pforz 889",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"","",0,0,1,0,1,\N,\N,1,59,\N
76,"New York Public Library",\N,0,"*KC 1619 (Shakespeare, W. Shakespeare's plays; Pavier's collected edition, 1619)",0,0,\N,\N,\N,\N,\N,\N,0,\N,502,\N,\N,"leaves inlaid","Kemble-Devonshire copy?",0,0,1,0,1,0,0,1,59,""
77,"New York Public Library",\N,0,"*KC 1619 (Shakespeare, W. Most pleasant and excellent conceited Comedy) copy B",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,\N,"",0,0,1,0,1,0,0,1,59,""
78,"Shakespeare Birthplace Trust",\N,0,"SR 35.22 (1200)",0,0,\N,\N,\N,\N,\N,\N,0,\N,509,\N,\N,"Bound in red morocco by Bedford. Inked fingerprint on last verso [ZL]","Purchased from Bernard Quaritch, 6th January 1908.",0,0,1,0,1,0,0,1,59,""
79,"Shakespeare Birthplace Trust",\N,0,"SR 35.22 (SMT5)",0,0,\N,\N,\N,\N,\N,\N,0,\N,510,\N,\N,"Bound in red morocco by Bedford. -A1, B2 and B3 supplied in MS. facsimile; bottom right corner repaired throughout, not affecting text; catalogue cutting pasted on front flyleaf.","Book label with motto 'sub robore virtus' + rampant lion facing left and medal below; Marked 'W. Jaggard copy' in pencil; J.O. Halliwell-Phillipps; Charles E. Flower (purchased at Sotheby's Halliwell-Phillipps sale, July 1889); presented by Charles E. Flower to the Shakespeare Memorial Library.",0,0,1,0,1,0,0,1,59,""
80,"The National Trust",\N,0,"CHA",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"","Purchased from WilliamPickering, November 29th 1838, for Â£6-6 (WarwickshireRecord Office, L6/1145/3).",0,0,1,0,1,\N,\N,1,59,\N
81,"Yale University, Beinecke Rare Book and Manuscript",\N,0,"1977 2353",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"Imperfect: A1-B4, D2-D3, E4, F1 wanting and supplied in facsimile.","",0,0,1,0,1,0,0,1,59,""
82,"Yale University, Beinecke Rare Book and Manuscript Library",\N,0,"Eliz 182",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"Bound in red straight-grain goatskin, gold tooling on cover and spine, gilt edges.","The Huth copy (with bookplate) acquired by Mr. Cochran in November 1911 prior to the public sale. Gift of Alexander S. Cochran, December 1911.",0,0,1,0,1,0,0,1,59,""
83,"Henry E. Huntington Library and Art Gallery",\N,0,"69332",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"Binding signed by F. Bedford. Printer's device on t.p. not printed well, faded on outer left and right margins [ZL]","bookplates of Frederick Locker and E.D. Church",0,0,1,0,1,0,0,1,59,""
84,"British Library",\N,0,"C.34.k.27",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,\N,"David Garrick copy",0,0,1,0,1,0,0,1,59,""
85,"British Library",\N,0,"C.12.g.24",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,\N,"Part of the George III collection",0,0,1,0,1,0,0,1,59,""
86,"University of Akron",\N,0,"Rare Vault PR2826 .A1 1619",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"","Herman Muehlstein rare book collection ; Bookplate of Harry Glemby",0,0,1,0,1,\N,\N,1,59,\N
87,"Harvard University Houghton Library",\N,0,"STC 22300",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"White copy. H.C. Bartlett &amp; A.W. Pollard, Census, p. 62 (no. 513)","",0,0,1,0,1,\N,\N,1,59,\N
88,"Oxford University Balliol College",\N,0,"[Shelfmark not available]",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"Trimmed and inlaid. Title page heavily damaged and repaired.","Inscription on t.p.: \"Thomas Skynner 1623\"   [ZL]",0,0,1,0,1,0,0,1,59,""
89,"Victoria and Albert Museum National Art Library",\N,0,"Dyce 26 Box 42/1",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,\N,"",0,0,1,0,1,0,0,1,59,""
90,"Oxford University, Bodleian Library",\N,0,"Arch. G d.45 (6)",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"","",0,0,1,0,1,\N,\N,1,58,\N
91,"Henry E. Huntington Library and Art Gallery",\N,0,"69331",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"Binding signed by F. Bedford.","bookplates of Thos. Gaisford and E.D. Church; Locker-Lampson copy; Sotheby sale, 30 April 1890",0,0,1,0,1,\N,\N,1,58,\N
92,"British Library",\N,0,"Huth.48",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"","",0,0,1,0,1,\N,\N,1,58,\N
93,"National Library of Scotland",\N,0,"Bute.521",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"","",0,0,1,0,1,\N,\N,1,122,\N
94,"Oxford University Bodleian Library",\N,0,"[Shelfmark not available]",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,\N,"",0,0,1,0,1,\N,\N,1,122,""
95,"Boston Public Library",\N,0,"[Shelfmark not available]",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,\N,"",0,0,1,0,1,\N,\N,1,122,""
96,"University of Texas",\N,0,"Pforz 897",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"","",0,0,1,0,1,\N,\N,1,122,\N
97,"Yale University, Beinecke Rare Book and Manuscript Library",\N,0,"Eliz 196",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"Bound by Lewis in green goatskin, gold tooling on cover and spine, gilt edges.","The Huth copy (with bookplate) acquired by Mr. Cochran in November 1911 prior to the public sale. Gift of Alexander S. Cochran, December 1911.",0,0,1,0,1,\N,\N,1,122,""
98,"Henry E. Huntington Library and Art Gallery",\N,0,"69370",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"Binding signed by the Club Bindery, 1901; Leon Maillard, finisher.","bookplate of E.D. Church",0,0,1,0,1,\N,\N,1,122,\N
99,"British Library",\N,0,"C.34.k.60",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"-t.p., supplied in MS","",0,0,1,0,1,\N,\N,1,122,\N
100,"British Library",\N,0,"C.12.g.16",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"- H1","",0,0,1,0,1,\N,\N,1,122,\N
103,"Harvard University",\N,0,"[Shelfmark not available]",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,\N,"",0,0,1,0,1,\N,\N,1,122,""
104,"Cambridge University Trinity College",\N,0,"Capell R.19[4]",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"","",0,0,1,0,1,\N,\N,1,122,\N
105,"Folger Shakespeare",\N,0,"STC 22330 Copy 2",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"cs0532. Inlaid. The t.p. is inlaid and mounted. MS. notes in the margins (cf. MS. note on t.p. in the hand of J.P. Kemble: \"The MS. variations in the margins ... are from the Revd. Mr. Todd's collation with the Duke of Bridgewater's copy 4to 1600 ...\"). MS. price (?) on t.p. Closely inlaid, affecting words in title and imprint and some direction-lines. Green goatskin binding, signed by Macdonald.","inscribed on the first leaf: \"Collated &amp; Perfect. J.P.K. [John Philip Kemble] 1798.\"; Devonshire Library copy; Huntington Library duplicate copy",0,0,1,0,1,\N,\N,1,122,\N
106,"Folger Shakespeare",\N,0,"STC 22330 Copy 1",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"cs0822. Wormed, affecting text in gatherings E-K. Half bound in dark blue goatskin.","Charles Jennens copy; William P.A. Curzon copy; Howe family library copy",0,0,1,0,1,\N,\N,1,122,\N
107,"Haverford College, Magill Library",\N,0,"52",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"","",0,0,1,0,1,\N,\N,1,122,\N
108,"University of Illinois",\N,0,"[Shelfmark not available]",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,\N,"",0,0,1,0,1,\N,\N,1,79,""
109,"Oxford University, Bodleian Library",\N,0,"Arch. G e.19",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"","",0,0,1,0,1,\N,\N,1,79,\N
110,"Edinburgh University Library",\N,0,"[Shelfmark not available]",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,\N,"",0,0,1,0,1,\N,\N,1,79,""
111,"University of Texas",\N,0,"Pforz 894",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"","",0,0,1,0,1,\N,\N,1,79,\N
112,"New York Public Library",\N,0,"*KC 1635 (Shakespeare, W. Late, And much admired Play, calld Pericles, Prince of Tyre)",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,\N,"",0,0,1,0,1,\N,\N,1,79,""
113,"Yale University, Beinecke Rare Book and Manuscript Library",\N,0,"Ig 6qb 635",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,\N,"Bookplate of Frank J. Hogan.",0,0,1,0,1,\N,\N,1,79,""
114,"Henry E. Huntington Library and Art Gallery",\N,0,"69344",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"","bookplate and stamp of the Bridgewater library",0,0,1,0,1,\N,\N,1,79,\N
115,"British Library",\N,0,"C.34.k.41",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"","",0,0,1,0,1,\N,\N,1,79,\N
116,"Harvard University",\N,0,"[Shelfmark not available]",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,\N,"",0,0,1,0,1,\N,\N,1,79,""
117,"Oxford University Bodleian Library",\N,0,"[Shelfmark not available]",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,\N,"",0,0,1,0,1,\N,\N,1,78,""
118,"Edinburgh University Library",\N,0,"[Shelfmark not available]",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,\N,"",0,0,1,0,1,\N,\N,1,78,""
119,"University of Pennsylvania Van Pelt-Dietrich",\N,0,"PR2830 .A1 1630",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"Imperfect: leaves G2-G4, I1-I2 wanting.","",0,0,1,0,1,0,0,1,78,""
120,"New York Public Library",\N,0,"[Shelfmark not available]",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,\N,"",0,0,1,0,1,\N,\N,1,78,""
121,"Henry E. Huntington Library and Art Gallery",\N,0,"69346",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"Binding signed by Birdsall, Northampton.","Devonshire copy",0,0,1,0,1,\N,\N,1,78,\N
122,"British Library",\N,0,"C.34.k.39",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"","",0,0,1,0,1,\N,\N,1,78,\N
123,"Southern Illinois University",\N,0,"[Shelfmark not available]",0,0,\N,\N,\N,\N,\N,\N,0,\N,0,\N,\N,"#ERROR!","",0,0,1,0,1,\N,\N,1,78,\N
