126,"22354","S102412","1593",1593,1593,\N,"","",111
127,"22355","S106376","1594",1594,1594,\N,"","",112
128,"22356","S107307","1595",1595,1595,\N,"","",113
129,"22357","S2332","1596",1596,1596,\N,"","",114
130,"22358","S106359","1599",1599,1599,\N,"","",115
131,"22358a","S107306","1599",1599,1599,\N,"","",116
132,"22359","S114108","1602",1602,1602,\N,"","",117
133,"22360","S114110","1607",1607,1607,\N,"","",118
134,"22360a","S114112","1608",1608,1608,\N,"","",119
135,"22360b","S114114","1610",1610,1610,\N,"","",120
136,"22361","S100018","1617",1617,1617,\N,"","",121
137,"22362","S1652","1620",1620,1620,\N,"","",122
138,"22363","S106378","1627",1627,1627,\N,"","",123
139,"22364","S106230","1630",1630,1630,\N,"","",124
140,"22365","S114115","[1630-36?]",1630,1636,\N,\N,\N,125
141,"22366","S104547","1636",1636,1636,\N,"","",126
142,"S2957A","R2778","1675",1675,1675,\N,"\"In this setting of the title page, the first line of the title verse has \"flavus\" and the second line of the imprint has \"Hodgkinson\". [ESTC]","",127
143,"26101","S111147","[1619]",1619,1619,"5077","Many bibliographies and library catalogues consider this edition to include Pericles as well, due to its continuous signatures. But since many copies of STC 26101 contain only one or the other of the plays, the Shakespeare Census separates the two plays into discrete editions.",\N,128
144,"22340","S106334","1608",1608,1608,"523","","",129
145,"22341","S106333","1619",1619,1619,"524","","",130
146,"26101","S111147","1619",1619,1619,"5077.03","Many bibliographies and library catalogues consider this edition part of Whole Contention, due to its continuous signatures. But since many copies of STC 26101 contain only one or the other of the plays, the Shakespeare Census separates the two plays into discrete editions.",\N,133
147,"S2957A","R234469","1675",1675,1675,\N,"In this setting of the title page, first line of title verse has \"fluvus\" and second line of imprint has \"Hodgkinsonne\". [ESTC]","",127
148,"22313","S111142","1634",1634,1634,"224","STC and ESTC list only one record for this edition, but Greg and DEEP list two. This issue contains the altered version of leaf A2, in which the half-title is lineated \"Death / of King\", the initial decorated woodcut capital O on A2r was replaced with a large type-metal O, and the pages were set with a somewhat narrower measure. [DEEP]",\N,84
